STATUS | wrapper  | 2018/07/25 16:45:46 | --> Wrapper Started as Daemon
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,057 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,067 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,070 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,091 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,128 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,139 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,143 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,190 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | Oct 30, 2018 2:31:44 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:44 | INFO: [it.wikipedia.org] Successfully retrieved text of Cambogia
INFO   | jvm 1    | 2018/10/30 02:31:44 | Oct 30, 2018 2:31:44 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:44 | INFO: Fetching URL https://it.wikipedia.org/w/index.php?maxlag=5&title=Campagna+delle+Indie+Olandesi&action=raw&redirect=
INFO   | jvm 1    | 2018/10/30 02:31:44 | Oct 30, 2018 2:31:44 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:44 | INFO: [it.wikipedia.org] Successfully retrieved text of Campagna delle Indie Olandesi
INFO   | jvm 1    | 2018/10/30 02:31:44 | Oct 30, 2018 2:31:44 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:44 | INFO: Fetching URL https://it.wikipedia.org/w/index.php?maxlag=5&title=Canali+di+Amsterdam&action=raw&redirect=
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,685 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,699 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,716 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,736 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,769 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,780 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,856 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,874 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,885 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,887 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,900 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,908 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | Oct 30, 2018 2:31:44 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:44 | INFO: [it.wikipedia.org] Successfully retrieved text of Canali di Amsterdam
INFO   | jvm 1    | 2018/10/30 02:31:44 | Oct 30, 2018 2:31:44 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:44 | INFO: Fetching URL https://it.wikipedia.org/w/index.php?maxlag=5&title=Claude+Jarman+Jr.&action=raw&redirect=
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,931 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:44 | web - 2018-10-30 02:31:44,944 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,040 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,063 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,074 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,093 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,114 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,120 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,132 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,136 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,164 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,167 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | Oct 30, 2018 2:31:45 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:45 | INFO: [it.wikipedia.org] Successfully retrieved text of Claude Jarman Jr.
INFO   | jvm 1    | 2018/10/30 02:31:45 | Oct 30, 2018 2:31:45 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:45 | INFO: Fetching URL https://it.wikipedia.org/w/index.php?maxlag=5&title=Crocidura+umbra&action=raw&redirect=
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,188 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,194 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,204 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,239 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,260 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,266 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,286 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,287 [qtp1435909461-69] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,287 [qtp1435909461-69] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Hitting pages network graph built in 237558 ms.
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,288 [qtp1435909461-69] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Starting YifanHuLayout algorithm
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,300 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,312 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,315 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,319 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,347 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,360 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,362 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,366 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,374 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,378 [qtp1435909461-25] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,379 [qtp1435909461-25] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Hitting pages network graph built in 510953 ms.
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,379 [qtp1435909461-25] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Starting YifanHuLayout algorithm
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,390 [qtp1435909461-24] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,391 [qtp1435909461-24] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Hitting pages network graph built in 589097 ms.
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,391 [qtp1435909461-24] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Starting YifanHuLayout algorithm
INFO   | jvm 1    | 2018/10/30 02:31:45 | Oct 30, 2018 2:31:45 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:45 | INFO: [it.wikipedia.org] Successfully retrieved text of Crocidura umbra
INFO   | jvm 1    | 2018/10/30 02:31:45 | Oct 30, 2018 2:31:45 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:45 | INFO: Fetching URL https://it.wikipedia.org/w/index.php?maxlag=5&title=Cuon+alpinus&action=raw&redirect=
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,425 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,434 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,455 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,465 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,475 [qtp1435909461-26] INFO  i.u.w.course.search.PageServiceImpl - Categories => []
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,476 [qtp1435909461-26] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Hitting pages network graph built in 396904 ms.
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,476 [qtp1435909461-26] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Starting YifanHuLayout algorithm
INFO   | jvm 1    | 2018/10/30 02:31:45 | Oct 30, 2018 2:31:45 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:45 | INFO: [it.wikipedia.org] Successfully retrieved text of Cuon alpinus
INFO   | jvm 1    | 2018/10/30 02:31:45 | Oct 30, 2018 2:31:45 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:45 | INFO: Fetching URL https://it.wikipedia.org/w/index.php?maxlag=5&title=Eclissi+solare&action=raw&redirect=
INFO   | jvm 1    | 2018/10/30 02:31:45 | Oct 30, 2018 2:31:45 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:45 | INFO: [it.wikipedia.org] Successfully retrieved text of Eclissi solare
INFO   | jvm 1    | 2018/10/30 02:31:45 | Oct 30, 2018 2:31:45 AM Wiki getPageText
INFO   | jvm 1    | 2018/10/30 02:31:45 | INFO: Fetching URL https://it.wikipedia.org/w/index.php?maxlag=5&title=Eparchia+di+Piana+degli+Albanesi&action=raw&redirect=
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,963 [qtp1435909461-24] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Force atlas completed in 572 ms.
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,963 [qtp1435909461-24] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Starting gexf file export
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,967 [qtp1435909461-69] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Force atlas completed in 679 ms.
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,967 [qtp1435909461-69] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Starting gexf file export
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,969 [qtp1435909461-26] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Force atlas completed in 493 ms.
INFO   | jvm 1    | 2018/10/30 02:31:45 | web - 2018-10-30 02:31:45,970 [qtp1435909461-26] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Starting gexf file export
INFO   | jvm 1    | 2018/10/30 02:31:46 | web - 2018-10-30 02:31:45,987 [qtp1435909461-25] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Force atlas completed in 608 ms.
INFO   | jvm 1    | 2018/10/30 02:31:46 | web - 2018-10-30 02:31:45,987 [qtp1435909461-25] INFO  i.u.w.c.g.SocialNetworkGraphServiceImpl - Starting gexf file export
INFO   | jvm 1    | 2018/10/30 02:31:46 | web - 2018-10-30 02:31:46,113 [qtp1435909461-26] ERROR i.u.w.c.g.SocialNetworkGraphServiceImpl - Error while generating graph
INFO   | jvm 1    | 2018/10/30 02:31:46 | java.lang.NullPointerException: null
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.gephi.data.attributes.AttributeRowImpl.updateColumns(AttributeRowImpl.java:236) ~[gephi-toolkit-0.8.7.jar:na]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.gephi.data.attributes.AttributeRowImpl.getValue(AttributeRowImpl.java:178) ~[gephi-toolkit-0.8.7.jar:na]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.gephi.graph.dhns.node.NodeDataImpl.getId(NodeDataImpl.java:242) ~[gephi-toolkit-0.8.7.jar:na]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.gephi.io.exporter.plugin.ExporterGEXF.writeNodes(ExporterGEXF.java:371) ~[gephi-toolkit-0.8.7.jar:na]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.gephi.io.exporter.plugin.ExporterGEXF.writeGraph(ExporterGEXF.java:266) ~[gephi-toolkit-0.8.7.jar:na]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.gephi.io.exporter.plugin.ExporterGEXF.execute(ExporterGEXF.java:223) ~[gephi-toolkit-0.8.7.jar:na]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.gephi.io.exporter.impl.ExportControllerImpl.exportWriter(ExportControllerImpl.java:186) ~[gephi-toolkit-0.8.7.jar:na]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at it.uniroma3.wcb.course.graph.SocialNetworkGraphServiceImpl.buildHittingPagesGraph(SocialNetworkGraphServiceImpl.java:192) ~[Wiki-course-builder-1.5.2-SNAPSHOT.jar:1.5.2-SNAPSHOT]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at it.uniroma3.wcb.web.controller.SocialNetworkController.getCommunityGraph(SocialNetworkController.java:32) [Wiki-course-builder-1.5.2-SNAPSHOT.jar:1.5.2-SNAPSHOT]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.8.0_161]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[na:1.8.0_161]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:1.8.0_161]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at java.lang.reflect.Method.invoke(Method.java:498) ~[na:1.8.0_161]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:205) [spring-web-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:133) [spring-web-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:97) [spring-webmvc-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:827) [spring-webmvc-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:738) [spring-webmvc-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85) [spring-webmvc-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:967) [spring-webmvc-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:901) [spring-webmvc-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:970) [spring-webmvc-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:861) [spring-webmvc-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at javax.servlet.http.HttpServlet.service(HttpServlet.java:735) [javax.servlet-3.0.0.v201112011016.jar:na]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:846) [spring-webmvc-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at javax.servlet.http.HttpServlet.service(HttpServlet.java:848) [javax.servlet-3.0.0.v201112011016.jar:na]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:684) [jetty-servlet-8.1.11.v20130520.jar:8.1.11.v20130520]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1448) [jetty-servlet-8.1.11.v20130520.jar:8.1.11.v20130520]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:99) [spring-web-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) [spring-web-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1419) [jetty-servlet-8.1.11.v20130520.jar:8.1.11.v20130520]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:317) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke(FilterSecurityInterceptor.java:127) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter(FilterSecurityInterceptor.java:91) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:114) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:137) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:111) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:170) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:200) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:116) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:64) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) [spring-web-4.3.13.RELEASE.jar:4.3.13.RELEASE]
INFO   | jvm 1    | 2018/10/30 02:31:46 | 	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331) [spring-security-web-4.2.3.RELEASE.jar:4.2.3.RELEASE]
